sno,sna,sarea,total,ar,latitude,longitude,snaen,sareaen,aren
500105004,YouBike2.0_萬和二號公園,文山區,35,萬隆街255號(對面),25.00154,121.5364,YouBike2.0_Wanhe 2nd Park,Wenshan Dist,No. 255， Wanlong St.
500105005,YouBike2.0_捷運萬隆站(2號出口),文山區,12,興隆路一段70巷/羅斯福路5段211巷26弄口,25.00144,121.53983,YouBike2.0_MRT Wanlong Sta. (Exit 2),Wenshan Dist,Ln. 70， Sec. 1， Xinrong Rd. & Aly. 26， Ln. 211， Sec. 5， Roosevelt Rd.
500105006,YouBike2.0_景仁公園,文山區,16,羅斯福路六段142巷1號(旁),24.99621,121.54043,YouBike2.0_Jingren Park,Wenshan Dist,No. 1， Ln. 142， Sec. 6， Roosevelt Rd.
500105007,YouBike2.0_捷運景美站(2號出口),文山區,63,景文街1號(對面),24.99366,121.54124,YouBike2.0_MRT Jingmei Sta. (Exit 2),Wenshan Dist,No. 1， Jingwen St. (Opposite)
500105008,YouBike2.0_羅斯福景隆街口,文山區,50,羅斯福路六段/景隆街口(東南側),24.99898,121.5403,YouBike2.0_Roosevelt Jinglong St. Intersection,Wenshan Dist,Sec. 6， Roosevelt Rd. & Jinglong St. Intersection (Southeast)
500105009,YouBike2.0_景福街/羅斯福路6段142巷口,文山區,28,景福街/羅斯福路6段142巷口,24.998336212959,121.53686287812,YouBike2.0_Jingfu St & Ln. 142， Sec. 6， Roosevelt Rd Intersection,Wenshan Dist,Jingfu St & Ln. 142， Sec. 6， Roosevelt Rd Intersection.
500105010,YouBike2.0_興旺公園,文山區,30,福興路106巷28弄96號(對面),25.00587,121.55012,YouBike2.0_Xingwang Park,Wenshan Dist,No. 96， Aly. 28， Ln. 106， Fuxing Rd. (Opposite)
500105011,YouBike2.0_興福國中,文山區,25,福興路95巷/福興路63巷4弄口,25.00465,121.54916,YouBike2.0_Xing Fu Junior High School,Wenshan Dist,Ln. 95， Fuxing Rd & Aly. 28， Ln. 63， Fuxing Rd. (Opposite)
500105012,YouBike2.0_興隆路2段203巷,文山區,32,興隆路2段203巷108號(對面),25.00346,121.54709,YouBike2.0_Ln. 203， Sec. 2， Xinglong Rd,Wenshan Dist,No. 108， Ln. 203， Sec. 2， Xinglong Rd (Opposite)
500105013,YouBike2.0_景美運動公園,文山區,26,景豐街79號(旁公園),25.00219,121.54454,YouBike2.0_Jingmei Sports Park,Wenshan Dist,No. 79， Jingfeng St. (Side)
500105014,YouBike2.0_景美醫院,文山區,18,羅斯福路六段280號(前),24.99136,121.54008,YouBike2.0_Jing Mei Hospital,Wenshan Dist,No. 280， Sec. 6， Roosevelt Rd.
500105015,YouBike2.0_師範大學公館校區,文山區,14,汀州路四段77號(旁),25.00792,121.53731,YouBike2.0_National Taiwan Normal University Gongguan Campus,Wenshan Dist,No. 77， Sec. 4， Tingzhou Rd.
500105016,YouBike2.0_景華街128巷口,文山區,29,景華街124號(旁汽車格),24.99543,121.54725,YouBike2.0_Ln 128， Jinghua St.,Wenshan Dist,No. 124， Jinghua St.
500105017,YouBike2.0_仙跡岩登山口(景興路),文山區,22,景興街239號(前),24.99118,121.5436,YouBike2.0_Xianjiyan Trailhead (Jingxing Rd.),Wenshan Dist,No. 239， Jingxing Rd.
500105018,YouBike2.0_國立政治大學,文山區,62,指南路二段153號(對面),24.98737,121.57726,YouBike2.0_National Chengchi University,Wenshan Dist,No. 153， Sec. 2， Zhinan Rd. (Opposite)
500105019,YouBike2.0_捷運動物園站,文山區,57,新光路二段30號(對面),24.99873,121.57985,YouBike2.0_MRT Taipei Zoo Sta.,Wenshan Dist,No. 30， Sec. 2， Xinguang Rd. (Opposite)
500105020,YouBike2.0_捷運木柵站,文山區,31,木柵路四段82巷18號前(捷運橋樑下),24.99798,121.57455,YouBike2.0_MRT Muzha Sta.,Wenshan Dist,No. 18， Ln. 82， Sec. 4， Muzha Rd. (Under The MRT Bridge)
500105021,YouBike2.0_捷運萬芳社區站,文山區,48,萬芳路60號(西側廣場),24.99886,121.56769,YouBike2.0_MRT Wanfang Community Sta.,Wenshan Dist,No. 60， Wanfang Rd. (West)
500105022,YouBike2.0_文山運動中心,文山區,36,興隆路三段/興隆路三段192巷8弄,24.99676,121.5596,YouBike2.0_Wen Shan Sports Center,Wenshan Dist,Sec. 3， Xinglong Rd./Aly. 8， Ln. 192， Sec. 3， Xinglong Rd.
500105023,YouBike2.0_捷運辛亥站,文山區,42,辛亥路四段114號(旁人行道),25.00467,121.55684,YouBike2.0_MRT Xinhai Sta.,Wenshan Dist,No. 114， Sec. 4， Xinhai Rd.
500105024,YouBike2.0_興豐公園,文山區,25,興隆路二段123巷/興隆路二段(西北側),24.99982,121.54761,YouBike2.0_Xingfeng Park,Wenshan Dist,Ln. 123， Sec. 2， Xinglong Rd./Sec. 2， Xinglong Rd. (Northwest)
500105025,YouBike2.0_木柵光輝路口,文山區,33,木柵路一段290號(旁),24.98816,121.55528,YouBike2.0_Muzha Rd. & Guanghui Rd. Intersection,Wenshan Dist,No. 290， Sec. 1， Muzha Rd.
500105026,YouBike2.0_考試院,文山區,26,試院路(雙號)/木柵路一段(東北側),24.98747,121.54984,YouBike2.0_Examination Yuan,Wenshan Dist,Shiyuan Rd.(Double number)/ Sec. 1， Muzha Rd. (Northeast)
500105027,YouBike2.0_和興路26巷口,文山區,39,和興路44巷 / 和興路26巷口,24.98573,121.54532,YouBike2.0_No. 26， Hexing St. Intersection,Wenshan Dist,No. 44， Hexing St./No. 26， Hexing St. Intersection
500105028,YouBike2.0_世新大學,文山區,30,木柵路一段17巷1號(西側),24.98859,121.54336,YouBike2.0_Shih Hsin University,Wenshan Dist,No. 1， Ln. 17， Sec. 1， Muzha Rd. (West)
500105029,YouBike2.0_一壽橋,文山區,28,樟新街64號前方,24.97837,121.55548,YouBike2.0_Yishou Bridge,Wenshan Dist,No. 64， Zhangxin St.
500105030,YouBike2.0_臺北市立景美女中,文山區,25,木新路三段/一壽街(西北側),24.98058,121.55624,YouBike2.0_Jingmei Girls High School,Wenshan Dist,Sec. 3， Muxin Rd./Yishou St. (Northwest)
500105031,YouBike2.0_永安藝文館_表演36房,文山區,29,木新路二段156號前人行道(永安市場),24.98414,121.56907,YouBike2.0_Performing Arts School 36,Wenshan Dist,No. 156， Sec. 2， Muxin Rd. (Yongan Market)
500105032,YouBike2.0_忠順區民活動中心,文山區,31,忠順街二段22號前方人行道(忠順區民活動中心),24.98471,121.56332,YouBike2.0_Zhongshun Community Center,Wenshan Dist,No. 22， Sec. 2， Zhongshun St.
500105033,YouBike2.0_景文中學,文山區,36,保儀路/木柵路三段102巷口(西南側),24.98574,121.56745,YouBike2.0_Jingwen Bilingual High School,Wenshan Dist,Baoyi Rd./Ln. 102， Sec. 3， Muxin Rd. Intersection (Southwest)
500105034,YouBike2.0_老泉街籃球場,文山區,14,老泉街26巷老泉街口(籃球場前),24.97619,121.5583,YouBike2.0_Laoquan St. Basketball Court,Wenshan Dist,Ln. 26， Laoquan St. Intersection
500105035,YouBike2.0_文山行政中心,文山區,27,木柵路三段220號(前),24.98959,121.56959,YouBike2.0_Wenshan District Admin. Center,Wenshan Dist,No. 220， Sec. 3， Muzha Rd.
500105036,YouBike2.0_木柵公園,文山區,38,興隆路四段50號(前),24.98718,121.56059,YouBike2.0_Muzha Park,Wenshan Dist,No. 50， Sec. 4， Xinglong Rd.
500105037,YouBike2.0_興隆公共住宅D2區,文山區,27,興隆路四段105巷49號(旁),24.98814,121.56356,YouBike2.0_Xinglong Public Housing (D2),Wenshan Dist,No. 49， Ln. 105， Sec. 4， Xinglong Rd.
500105038,YouBike2.0_木新路3段95巷口,文山區,24,木新路三段95巷30號(對面),24.98088,121.56313,YouBike2.0_Ln. 95， Sec. 3， Muxin Rd. Intersection,Wenshan Dist,No. 30， Ln. 95， Sec. 3， Muxin Rd. (Opposite)
500105039,YouBike2.0_樟腳里公園,文山區,15,木新路二段299巷15號(旁),24.98181,121.56567,YouBike2.0_Zhangjiaoli Park,Wenshan Dist,No. 15， Ln. 299， Sec. 2， Muxin Rd. (Opposite)
500105040,YouBike2.0_實踐國中,文山區,13,忠順街一段2號(旁),24.98301,121.55404,YouBike2.0_Shijian Junior High School,Wenshan Dist,No. 2， Sec. 1， Zhongshun St.
500105041,YouBike2.0_指南路3段2巷,文山區,13,指南路三段4號(旁),24.98537,121.57959,YouBike2.0_Ln. 2， Sec. 3， Zhinan Rd.,Wenshan Dist,No. 4， Sec. 3， Zhinan Rd.
500105042,YouBike2.0_萊茵公園,文山區,14,忠順街二段87巷25弄29號,24.98642,121.56514,YouBike2.0_Laiyin Park,Wenshan Dist,No. 29， Aly. 25， Ln. 87， Sec. 2， Zhongshun St.
500105043,YouBike2.0_木柵社會住宅,文山區,12,久康街24巷46號對側,24.98935,121.56651,YouBike2.0_Muzha Social Housing,Wenshan Dist,No. 46， Ln. 24， Jiukang St. (Opposite)
500105044,YouBike2.0_秀明路一段185巷口,文山區,20,秀明路一段與秀明路一段185巷口,24.99151,121.56836,YouBike2.0_Ln. 185， Sec. 1， Xiuming Rd. Intersection,Wenshan Dist,Sec. 1， Xiuming Rd. & Ln. 185， Sec. 1， Xiuming Rd. Intersection
500105045,YouBike2.0_秀明路一段129巷口,文山區,22,秀明路一段129巷與秀明路一段路口,24.99111,121.56703,YouBike2.0_Ln. 129， Sec. 1， Xiuming Rd. Intersection,Wenshan Dist,Ln. 129， Sec. 1， Xiuming Rd. & Sec. 1， Xiuming Rd. Intersection
500105046,YouBike2.0_恆光橋(老泉街),文山區,13,老泉街/恆光街口,24.97989,121.56753,YouBike2.0_Hengguang Bridge (Laoquan St.),Wenshan Dist,Laoquan St. & Hengguang St. Intersection
500105047,YouBike2.0_萬有3號公園,文山區,14,景隆街105號(對面),24.99889,121.5433,YouBike2.0_Wan You NO.3 Park,Wenshan Dist,No. 105， Jinglong St. (Opposite)
500105048,YouBike2.0_捷運萬芳醫院站(興隆路三段115巷),文山區,20,興隆路三段115巷2號,24.99939,121.55848,YouBike2.0_MRT Wanfang Hospital Sta. (Ln. 115， Sec. 3， Xinglong Rd.),Wenshan Dist,No. 2， Ln. 115， Sec. 3， Xinglong Rd.
500105049,YouBike2.0_興得閱覽室,文山區,24,興隆路三段304巷145號,24.99579,121.55498,YouBike2.0_Xingde Reading Room,Wenshan Dist,No. 145， Ln. 304， Sec. 3， Xinglong Rd.
500105050,YouBike2.0_辛亥生態公園,文山區,23,辛亥路四段199號,25.00348,121.55642,YouBike2.0_Xinhai Ecological Park,Wenshan Dist,No. 199， Sec. 4， Xinhai Rd.
500105051,YouBike2.0_博嘉運動公園,文山區,12,木柵路四段159巷16號,25.00079,121.57534,YouBike2.0_Bo Jia Sports Park,Wenshan Dist,No. 16， Ln. 159， Sec. 4， Muzha Rd.
500105053,YouBike2.0_仙岩公園,文山區,20,仙岩路16巷37號旁,24.99797,121.54982,YouBike2.0_Sian Yan Park,Wenshan Dist,No. 37， Ln. 16， Xianyan Rd.
500105054,YouBike2.0_政大一街口,文山區,14,政大一街19號對側,24.98543,121.58006,YouBike2.0_Zhengda 1st St.,Wenshan Dist,No. 19， Zhengda 1st St. (Opposite)
500105055,YouBike2.0_文山第二行政中心,文山區,38,興隆路二段160-1號前,25.00115,121.55142,YouBike2.0_Wenshan 2nd District Office,Wenshan Dist,No. 160-1， Sec. 2， Xinglong Rd.
500105056,YouBike2.0_移民署訓練中心,文山區,13,興隆路三段306號,24.99271,121.55865,YouBike2.0_National Immigration Agency Training Center,Wenshan Dist,No. 306， Sec. 3， Xinglong Rd.
500105057,YouBike2.0_海巡署(南側),文山區,10,興隆路三段211號對側(公車亭後),24.99472,121.55949,YouBike2.0_Coast Guard Administration (South),Wenshan Dist,No. 211， Sec. 3， Xinglong Rd. (Opposite)
500105058,YouBike2.0_明道國小東南側,文山區,28,興隆路四段109巷116號對側,24.98695,121.56456,YouBike2.0_Ming Dao Elementary School (Southeast),Wenshan Dist,No. 116， Ln. 109， Sec. 4， Muzha Rd.
500105059,YouBike2.0_木南公園,文山區,17,木新路二段永安街22巷口,24.98662,121.57071,YouBike2.0_Mu Nan Park,Wenshan Dist,Sec. 2， Muxin Rd. & Ln. 22， Yong'an St. Intersection
500105060,YouBike2.0_實踐國中(木新路三段310巷口),文山區,17,忠順街一段木新路三段310巷口,24.98339,121.55645,YouBike2.0_Shijian Junior High School (Ln. 310， Sec. 3， Muxin Rd.),Wenshan Dist,Sec. 1， Zhongshun St. & Ln. 310， Sec. 3， Muxin Rd. Intersection
500105061,YouBike2.0_師範大學公館校區_1,文山區,34,師大公館校區校門口(汀州路側),25.00753,121.53719,YouBike2.0_National Taiwan Normal University Gongguan Campus_1,Wenshan Dist,National Taiwan Normal University Gongguan Campus (Tingzhou Rd.)
500105062,YouBike2.0_捷運動物園站(2號出口),文山區,39,新光路二段28號前,24.99766,121.57875,YouBike2.0_MRT Taipei Zoo Sta. (Exit 2),Wenshan Dist,No. 28， Sec. 2， Xinguang Rd.
500105063,YouBike2.0_政大水岸電梯,文山區,10,政治大學水岸電梯旁,24.982,121.5717,YouBike2.0_Waterfront Elevator,Wenshan Dist,NCCU College of Waterfront Elevator
500105064,YouBike2.0_敦南山林,文山區,14,木柵路四段159巷16弄(社區出入口對側),25.00264,121.5768,YouBike2.0_Dunnan Forest,Wenshan Dist,Aly. 16， Ln. 159， Sec. 4， Muzha Rd.
500105066,YouBike2.0_景美污水抽水站,文山區,15,汀州路四段10號北側人行道,25.01076,121.53637,YouBike2.0_Jingmei Pumping Station,Wenshan Dist,No. 10， Sec. 4， Tingzhou Rd. (North)
500105067,YouBike2.0_萬和三號公園(北側),文山區,13,溪洲街107巷(公園北側),25.00345,121.53636,YouBike2.0_Wan He NO.3 Park,Wenshan Dist,Ln. 107， Xizhou St.
500105068,YouBike2.0_景興國中,文山區,10,三福街4巷與景興路46巷口,24.99609,121.54284,YouBike2.0_Jing Xing Junior High School,Wenshan Dist,Ln. 4， Sanfu St. & Ln. 46， Jingxing Rd. Intersection
500105069,YouBike2.0_景仁公園_1,文山區,30,景仁街 / 羅斯福路六段142巷口(北側),24.9966,121.5403,YouBike2.0_Jingren Park_1,Wenshan Dist,Jingren St. & Ln. 142， Sec. 6， Roosevelt Rd. Intersection (North)
500105070,YouBike2.0_師大公館校區學二舍,文山區,40,臺灣師範大學學二舍西側人行道,25.00825,121.53419,YouBike2.0_NTNU Gongguan Campus (Student Dorm 2),Wenshan Dist,NTNU Gongguan Campus (Student Dorm 2)
500105071,YouBike2.0_景行公園,文山區,15,景中街與景中街30巷口,24.99279,121.54255,YouBike2.0_Jing Sing Park,Wenshan Dist,Jingzhong St. & Ln. 30， Jingzhong St. Intersection
500105072,YouBike2.0_萬興國小,文山區,25,秀明路二段114號公車亭旁,24.98939,121.57682,YouBike2.0_WangXin Elementary School,Wenshan Dist,No. 114， Sec. 2， Xiuming Rd.
500105073,YouBike2.0_辛亥路四段77巷口,文山區,14,辛亥路四段77巷口,25.00743,121.55877,YouBike2.0_Ln. 77， Sec. 4， Xinhai Rd.,Wenshan Dist,Ln. 77， Sec. 4， Xinhai Rd.
500105074,YouBike2.0_景興路42巷口,文山區,12,景興路42巷與景興路口西南側,24.99696,121.54454,YouBike2.0_Ln. 42， Jingxing Rd.,Wenshan Dist,Ln. 42， Jingxing Rd. & Jingxing Rd. Intersection (Southwest)
500105075,YouBike2.0_木柵路三段48巷,文山區,15,木柵路三段48巷1弄口,24.98768,121.56565,YouBike2.0_Ln. 48， Sec. 3， Muzha Rd.,Wenshan Dist,Aly. 1， Ln. 48， Sec. 3， Muzha Rd.
500105076,YouBike2.0_木柵路二段109巷,文山區,15,木柵路二段109巷14號旁,24.98944,121.56195,YouBike2.0_Ln. 109， Sec. 2， Muzha Rd.,Wenshan Dist,No. 14， Ln. 109， Sec. 2， Muzha Rd.
500105077,YouBike2.0_試院公園,文山區,15,木柵路一段59巷29號對側,24.98808,121.54723,YouBike2.0_Shih Yuan Park,Wenshan Dist,No. 29， Ln. 59， Sec. 1， Muzha Rd. (Opposite)
500105079,YouBike2.0_樟樹公園,文山區,15,忠順街一段26巷30弄1號對側,24.9825,121.55949,YouBike2.0_Jhang Shu Park,Wenshan Dist,No. 1， Aly. 30， Ln. 26， Sec. 1， Zhongshun St. (Opposite)
500105080,YouBike2.0_萬美萬安街口,文山區,25,萬美街一段/萬安街口,25.00223,121.57039,YouBike2.0_Wanmei St. & Wan'an St. Intersection,Wenshan Dist,Sec. 1， Wanmei St. & Wan'an St. Intersection
500105081,YouBike2.0_興隆路二段203巷(敦南),文山區,27,興隆路二段203巷16號,25.00198,121.54856,YouBike2.0_Ln. 203， Sec. 2， Xinglong Rd. (Dunnan),Wenshan Dist,No. 16， Ln. 203， Sec. 2， Xinglong Rd.
500105082,YouBike2.0_新光秀明路口,文山區,15,新光路一段145號前,24.99197,121.57371,YouBike2.0_Xinguang Rd. & Xiuming Rd. Intersection,Wenshan Dist,No. 145， Sec. 1， Xinguang Rd.
500105083,YouBike2.0_光輝路134巷口,文山區,15,光輝路140號對側,24.98532,121.55831,YouBike2.0_Ln. 134， Guanghui Rd.,Wenshan Dist,No. 140， Guanghui Rd. (Opposite)
500105084,YouBike2.0_光輝公園,文山區,27,光輝路7號後側,24.98655,121.5552,YouBike2.0_Guang Huei Park,Wenshan Dist,No. 7， Guanghui Rd. (Opposite)
500105085,YouBike2.0_木新公園,文山區,12,木新路三段278巷11號斜對面,24.98217,121.55782,YouBike2.0_Mu Sin Park,Wenshan Dist,No. 11， Ln. 278， Sec. 3， Muxin Rd. (Opposite)
500105086,YouBike2.0_興隆路二段275巷1弄口,文山區,16,興隆路二段275巷1弄2號前,25.00268,121.55277,YouBike2.0_Aly. 1， Ln. 275， Sec. 2， Xinglong Rd.,Wenshan Dist,No. 2， Aly. 1， Ln. 275， Sec. 2， Xinglong Rd.
500105087,YouBike2.0_中國科技大學,文山區,21,興隆路三段56號,24.99925,121.55553,YouBike2.0_China University of Technology,Wenshan Dist,No. 56， Sec. 3， Xinglong Rd.
500105088,YouBike2.0_樟新街8巷,文山區,17,樟新街8巷9號對側,24.97932,121.55406,YouBike2.0_Ln. 8， Zhangxin St.,Wenshan Dist,No. 9， Ln. 8， Zhangxin St. (Opposite)
500105089,YouBike2.0_仙岩路22巷口,文山區,28,仙岩路26號旁,24.99892,121.54887,YouBike2.0_Ln. 22， Xianyan Rd.,Wenshan Dist,No. 26， Xianyan Rd.
500105090,YouBike2.0_木柵萬芳路口,文山區,29,木柵路四段75號對側自行車道旁,24.99509,121.57199,YouBike2.0_Muzha &Wanfang Rd. Intersection,Wenshan Dist,No.75，Sec.4，Muzha Rd.
500105091,YouBike2.0_福興路78巷,文山區,14,福興路78巷/福興路78巷10弄,25.00437,121.55048,YouBike2.0_Ln. 78， Fuxing Rd.,Wenshan Dist,Ln. 78， Fuxing Rd. & Aly. 10， Ln. 78， Fuxing Rd.Intersection
500105092,YouBike2.0_辛亥木柵路口,文山區,20,辛亥路六段100巷對側,24.98839,121.55238,YouBike2.0_XinHai Rd. & MuZha Rd.  Intersection,Wenshan Dist,Ln. 100， Sec. 6， Xinhai Rd.
500105093,YouBike2.0_興泰公園,文山區,12,辛亥路四段166巷24號對側,25.00492,121.55582,YouBike2.0_Sing Tai Park,Wenshan Dist,No. 24， Ln. 166， Sec. 4， XinHai Rd. (Opposite)
500105094,YouBike2.0_興岩社會福利綜合大樓,文山區,18,興隆路二段88號前,25.00061,121.54941,YouBike2.0_Taipei City Xing Yan Social Welfare Services Building,Wenshan Dist,No. 88， Sec. 2， XingLong Rd.
500105095,YouBike2.0_興隆路二段22巷9弄口,文山區,13,興隆路二段22巷9弄與景興街23巷6弄口,24.99746,121.54543,YouBike2.0_Aly. 9， Ln. 22， Sec. 2， XingLong Rd.,Wenshan Dist,Aly. 9， Ln. 22， Sec. 2， XingLong Rd. & Aly. 6， Ln. 23， JingXing Rd. Intersection
500105096,YouBike2.0_木新路三段155巷口,文山區,15,木新路三段156號(前),24.98184,121.56125,YouBike2.0_Ln. 155， Sec. 3， MuXin Rd.,Wenshan Dist,No. 156， Sec. 3， MuXin Rd.
500105097,YouBike2.0_景興路102巷口,文山區,14,景華街52巷/景興路102巷,24.99438,121.54376,YouBike2.0_Ln. 102， JingXing Rd.,Wenshan Dist,Ln. 52， JingHua St. & Ln. 102， JingXing Rd. Intersection
500105098,YouBike2.0_景福街223巷,文山區,18,溪口街85巷19弄14號,24.99442,121.53844,YouBike2.0_Ln. 223， JingFu St.,Wenshan Dist,No. 14， Aly. 19， Ln. 85， XiKou St.
500105100,YouBike2.0_達賢圖書館,文山區,27,政大達賢圖書館西側人行道,24.9884,121.57786,YouBike2.0_Dah Hsian Seetoo Library,Wenshan Dist,Dah Hsian Seetoo Library (West)
500105101,YouBike2.0_捷運木柵站(西側),文山區,26,捷運木柵站出入口(西側),24.9983,121.57279,YouBike2.0_MRT Muzha Sta. (West),Wenshan Dist,MRT Muzha Sta. (West)
500105102,YouBike2.0_世新大學(試院路),文山區,16,試院路102-1號對側,24.98981,121.54783,YouBike2.0_Shih Hsin University (ShiYuan Rd.),Wenshan Dist,No. 102-1， ShiYuan Rd. (Opposite)
500105103,YouBike2.0_興隆社會住宅D1區,文山區,31,木柵路二段2巷52號旁,24.98783,121.55831,YouBike2.0_XingLong D1 Social Housing,Wenshan Dist,No. 52， Ln. 2， Sec. 2， Muzha Rd.
500105104,YouBike2.0_名門社區,文山區,18,和平東路四段77號對側,25.00516,121.56757,YouBike2.0_Mingmen Community,Wenshan Dist,No. 77， Sec. 4， HePing E. Rd. (Opposite)
500105106,YouBike2.0_政大國際會館,文山區,20,秀明路二段112巷19號,24.98994,121.57513,YouBike2.0_NCCU-iHouse,Wenshan Dist,No. 19， Ln. 112， Sec. 2， Xiuming Rd.
